Date,Observed,Predicted
2016-06-22,-1.17,-1.2819634206347459
2016-06-23,-1.23,-1.2846506602504957
2016-07-02,-1.06,-0.7805060819373657
2016-07-04,-0.79,-0.8342310499616423
2016-07-07,-0.86,-0.7961380005600944
2016-07-15,-0.85,-0.9991356336646342
2016-07-23,-0.64,-0.9277447948358732
2016-07-30,-1.03,-0.9100724107022553
2016-08-01,-1.01,-1.1263207616508217
2016-08-04,-1.15,-0.9944604107731629
2016-08-05,-0.84,-1.1353605738860182
2016-08-06,-0.82,-0.956335464264015
2016-08-11,-1.44,-0.9583927282053583
2016-08-13,-1.23,-0.9286753185262896
2016-08-15,-0.82,-0.8343122656305533
2016-08-18,-1.29,-0.8304476246247566
2016-08-27,-1.21,-0.6941245111545127
2016-08-31,-1.28,-1.0249472275417035
2016-09-01,-0.98,-1.0901597986799814
2016-09-11,-1.17,-0.9858904109356892
2016-09-14,-1.21,-1.04350126573387
2016-09-15,-1.4,-1.1123582025779208
2016-09-20,-1.61,-1.0500551838044345
2016-09-26,-1.6,-0.7919796815225245
2016-10-09,-0.78,-0.9112861667632097
2016-10-12,-1.1,-0.9982878062613837
2016-10-14,-1.06,-1.0276575867905955
2016-10-16,-0.89,-0.8471422075956805
2016-10-18,-1.05,-1.1255444195424018
2016-10-21,-0.72,-1.0670430110628764
2016-10-23,-0.8,-0.9491748981991533
2016-11-01,-1.14,-1.0755865029110268
2016-11-03,-1.31,-1.0446371724742551
2016-11-15,-1.1,-1.0317555045079965
2016-11-28,-1.46,-1.1170183179301398
2016-11-29,-1.58,-1.2267981833122235
2016-12-03,-1.23,-1.0559801484463778
2016-12-04,-1.3,-1.1386012543690014
2016-12-07,-1.52,-1.2174259587675165
2016-12-15,-1.25,-1.271572656581559
2016-12-16,-1.55,-1.1062611339251105
2016-12-17,-1.52,-1.0496155596263963
2016-12-21,-1.31,-1.211672651302191
2016-12-22,-1.44,-1.3056719687071419
2016-12-26,-1.14,-1.3757162328548562
2017-01-01,-1.14,-0.9050696357839026
2017-01-04,-1.56,-1.120683219194733
2017-01-10,-1.46,-1.124846142033734
2017-01-12,-1.67,-1.0159781113900976
2017-01-13,-1.34,-1.091837668391764
2017-01-15,-1.09,-1.0952757283850847
2017-01-16,-1.06,-1.0441619225168226
2017-01-19,-1.09,-0.9113428029601894
2017-01-21,-0.93,-0.909350123761881
2017-01-30,-1.47,-1.06093159311329
2017-02-04,-1.11,-0.9063653320526924
2017-02-05,-1.08,-0.8327548322106374
2017-02-15,-1.42,-0.9457159147024353
2017-02-18,-1.09,-0.8792132155121526
2017-02-22,-1.14,-0.8364936519299713
2017-02-26,-0.9,-0.6780035228925829
2017-03-13,-1.14,-0.9950492241177021
2017-03-17,-0.9,-0.9243527364475052
2017-03-18,-0.65,-0.7926071272675773
2017-03-25,-0.14,-0.3139389550353334
2017-04-01,-0.39,-0.590251744135558
2017-04-09,-0.28,-0.5751585503810955
2017-04-15,-0.47,-0.9990631327507968
2017-04-24,-0.7,-0.7678518772203002
2017-04-29,-0.34,-0.5526797278013733
2017-05-02,-1.77,-1.4261222507517723
2017-05-06,-0.55,-0.8850872850773576
2017-05-17,-0.75,-0.9750313465717146
2017-05-28,-0.48,-0.7374906909961971
2017-05-29,-0.73,-0.9642865398346446
2017-05-30,-0.78,-1.1764011793731228
2017-05-31,-0.82,-0.9568108938701655
2017-06-09,-0.58,-1.1005203911298056
2017-06-13,-0.6,-1.0834748966590324
